Datetime,PM2.5,PM10,NO2,NH3,SO2,CO,O3,NOx,NO,Benzene,Toluene,Xylene
2019-05-31 00:00:00,103.26,305.46,94.71,31.43,30.16,3.0,18.06,178.31,152.73,13.65,83.47,2.54
2019-05-31 01:00:00,104.47,309.14,74.66,34.08,27.02,1.69,18.65,106.5,79.98,11.35,76.79,2.91
2019-05-31 02:00:00,90.0,314.02,48.11,32.6,18.12,0.83,28.27,48.45,25.27,5.66,32.91,1.59
2019-05-31 03:00:00,78.01,356.14,45.45,30.21,16.78,0.79,27.47,44.22,21.5,3.6,21.41,0.78
2019-05-31 04:00:00,80.19,372.9,45.23,28.68,16.41,0.76,26.92,44.06,22.15,4.5,23.39,0.62
2019-05-31 05:00:00,83.59,389.97,39.49,27.71,17.42,0.76,28.71,39.33,21.04,3.25,23.59,0.56
2019-05-31 06:00:00,79.04,371.64,39.61,26.87,16.91,0.84,29.26,43.11,24.37,3.12,15.27,0.46
2019-05-31 07:00:00,77.32,361.88,42.63,27.26,17.86,0.96,27.07,48.22,28.81,3.32,14.42,0.41
2019-05-31 08:00:00,84.3,377.77,42.49,28.41,20.19,0.98,33.05,48.22,27.76,3.4,14.53,0.4
2019-05-31 09:00:00,94.79,406.19,38.86,29.22,19.97,0.98,46.97,42.07,23.47,3.39,13.39,0.43
2019-05-31 10:00:00,99.37,414.53,36.61,33.93,19.31,0.96,62.89,38.75,20.04,3.08,16.35,0.4
2019-05-31 11:00:00,99.67,412.05,34.73,41.31,18.82,0.88,88.58,33.49,14.65,2.5,17.79,0.34
2019-05-31 12:00:00,97.87,382.23,36.61,42.79,20.84,1.06,107.29,33.92,14.12,2.55,16.88,0.22
2019-05-31 13:00:00,98.59,353.18,35.19,42.19,21.07,1.1,118.81,33.51,15.66,2.46,17.7,0.11
2019-05-31 14:00:00,87.8,319.78,32.4,40.8,20.32,1.15,125.11,30.88,13.93,2.4,17.7,0.08
2019-05-31 15:00:00,80.14,279.61,34.5,40.77,18.94,1.03,122.43,34.68,17.06,2.05,14.3,0.2
2019-05-31 16:00:00,74.4,259.52,34.45,39.36,17.75,0.98,118.24,33.72,15.58,2.29,25.86,0.13
2019-05-31 17:00:00,70.15,229.66,34.87,34.35,17.26,0.9,112.06,41.04,21.31,2.32,23.15,0.2
2019-05-31 18:00:00,68.17,223.24,45.41,33.37,17.96,1.1,105.73,50.36,23.17,2.35,21.01,0.28
2019-05-31 19:00:00,70.63,256.72,77.93,34.32,16.86,1.7,68.93,75.02,37.65,3.5,31.2,0.24
2019-05-31 20:00:00,80.84,302.4,105.87,34.74,18.83,2.32,31.67,94.82,41.5,5.74,50.43,0.22
2019-05-31 21:00:00,97.2,362.61,117.03,36.14,20.05,2.98,20.98,148.25,95.64,8.23,65.39,0.34
2019-05-31 22:00:00,106.21,378.75,114.26,34.89,21.48,3.7,19.35,171.61,134.06,8.81,71.75,0.78
2019-05-31 23:00:00,119.78,367.12,112.9,36.9,25.28,3.77,17.28,193.52,168.81,9.37,73.06,1.32
2019-06-01 00:00:00,113.02,379.99,105.76,37.49,28.03,3.63,18.16,193.54,174.52,9.82,71.07,2.11
2019-06-01 01:00:00,120.95,393.27,94.28,40.12,29.17,3.14,18.05,202.86,179.93,10.36,68.12,3.14
2019-06-01 02:00:00,126.07,370.98,81.94,36.77,30.03,2.37,20.03,163.32,140.09,10.75,62.92,3.01
2019-06-01 03:00:00,115.24,320.73,68.82,34.81,25.22,1.52,18.25,100.16,71.81,8.33,50.42,2.08
2019-06-01 04:00:00,89.87,259.65,63.64,32.77,25.75,1.26,17.84,83.01,54.98,5.88,40.74,1.24
2019-06-01 05:00:00,90.97,258.56,62.64,33.6,26.13,1.29,18.09,92.28,67.18,5.85,45.01,0.87
2019-06-01 06:00:00,101.93,282.06,62.02,33.71,24.52,1.51,20.28,111.06,89.9,6.34,46.91,0.87
2019-06-01 07:00:00,111.26,314.18,64.34,33.31,21.77,1.75,23.17,113.7,89.2,6.76,38.01,0.8
2019-06-01 08:00:00,110.47,348.11,64.84,34.6,21.1,1.69,28.88,80.34,50.33,6.09,33.92,0.85
2019-06-01 09:00:00,117.37,352.98,53.8,35.82,20.55,1.41,47.6,48.03,19.49,5.17,25.45,0.85
2019-06-01 10:00:00,115.1,332.39,43.14,36.67,18.07,1.37,67.49,37.23,13.5,4.6,18.42,0.62
2019-06-01 11:00:00,105.6,291.9,39.44,43.05,19.1,1.14,98.39,29.31,10.58,4.47,17.4,0.48
2019-06-01 12:00:00,96.42,281.74,37.5,50.28,20.42,1.23,124.18,26.75,7.35,4.29,16.93,0.32
2019-06-01 13:00:00,90.31,278.67,35.51,50.19,19.44,1.18,132.37,28.76,10.71,4.21,16.76,0.32
2019-06-01 14:00:00,88.6,272.21,33.91,46.94,19.85,1.12,124.23,24.54,7.35,3.79,16.02,0.33
2019-06-01 15:00:00,84.42,266.19,32.34,45.31,20.36,1.02,128.11,23.78,6.35,3.51,19.97,0.31
2019-06-01 16:00:00,76.33,257.42,32.68,45.07,18.81,1.03,140.09,24.01,6.46,3.48,25.18,0.25
2019-06-01 17:00:00,73.75,259.69,33.85,42.73,19.14,1.03,131.03,24.39,5.89,3.34,29.93,0.11
2019-06-01 18:00:00,74.31,261.16,38.62,43.94,19.02,1.1,114.9,26.92,6.01,3.74,35.42,0.09
2019-06-01 19:00:00,71.79,265.6,52.9,47.07,19.85,1.26,85.33,40.5,13.84,4.26,33.45,0.2
2019-06-01 20:00:00,72.65,271.91,64.95,48.09,20.86,1.42,59.9,49.2,18.4,4.51,31.64,0.28
2019-06-01 21:00:00,77.15,280.95,69.31,44.5,16.63,1.62,46.6,53.64,17.91,4.58,29.27,0.42
2019-06-01 22:00:00,80.81,283.39,65.96,41.86,15.44,1.71,37.56,47.91,14.43,4.85,30.14,0.5
2019-06-01 23:00:00,85.16,276.64,71.51,38.7,17.76,1.66,29.03,48.51,10.62,4.91,27.2,0.48
2019-06-02 00:00:00,91.04,280.06,54.0,41.77,15.6,1.42,33.58,36.47,8.36,5.16,25.85,0.51
2019-06-02 01:00:00,86.98,263.22,40.4,42.28,16.4,1.05,43.98,27.55,6.92,4.29,21.96,0.47
2019-06-02 02:00:00,75.44,220.25,33.4,45.93,16.92,0.94,49.45,23.8,6.9,3.06,15.34,0.32
2019-06-02 03:00:00,67.06,202.18,23.58,45.53,13.4,0.85,47.86,18.13,6.22,2.57,12.68,0.18
2019-06-02 04:00:00,61.43,192.44,23.19,40.98,11.89,0.91,42.62,17.82,5.93,2.13,11.08,0.26
2019-06-02 05:00:00,60.61,176.84,23.19,40.84,11.85,0.91,43.08,17.76,5.91,1.98,11.37,0.24
2019-06-02 06:00:00,62.18,170.59,23.7,40.8,11.44,0.92,41.13,18.27,5.88,1.72,7.71,0.22
2019-06-02 07:00:00,60.42,176.1,25.92,42.66,11.88,0.89,39.65,19.84,6.49,1.69,8.87,0.22
2019-06-02 08:00:00,67.05,190.66,25.43,49.18,12.36,0.93,41.28,19.82,6.8,2.06,9.09,0.2
2019-06-02 09:00:00,73.28,205.24,25.33,49.94,12.61,0.97,42.64,20.27,7.54,2.0,7.27,0.2
2019-06-02 10:00:00,73.07,218.54,25.29,52.53,11.82,1.02,49.04,21.26,8.21,2.04,6.35,0.15
2019-06-02 11:00:00,74.43,219.3,23.87,57.16,11.51,0.99,59.88,21.29,9.28,2.07,6.16,0.18
2019-06-02 12:00:00,72.41,219.01,23.93,58.89,11.84,1.01,71.32,25.07,13.91,2.04,6.49,0.17
2019-06-02 13:00:00,69.96,215.83,24.2,56.66,12.22,0.96,79.92,25.46,14.47,1.87,6.36,0.16
2019-06-02 14:00:00,71.39,210.41,23.31,54.91,13.23,0.95,92.42,24.89,14.13,1.73,6.59,0.16
2019-06-02 15:00:00,70.39,206.56,23.9,53.46,13.45,0.89,101.23,25.14,13.71,1.67,9.45,0.15
2019-06-02 16:00:00,66.91,205.32,23.64,52.74,14.08,0.95,113.35,24.81,14.03,1.87,10.06,0.15
2019-06-02 17:00:00,68.65,209.27,25.6,51.11,14.78,0.96,116.38,26.89,14.82,2.0,13.55,0.15
2019-06-02 18:00:00,69.79,215.46,29.71,51.67,15.21,1.05,99.78,28.14,13.91,2.24,17.82,0.16
2019-06-02 19:00:00,72.46,233.07,40.17,50.08,15.28,1.16,74.81,34.27,13.84,2.41,20.49,0.2
2019-06-02 20:00:00,78.84,254.26,52.0,47.6,17.83,1.37,54.16,41.33,14.64,2.81,29.72,0.32
2019-06-02 21:00:00,88.1,267.48,58.21,45.44,18.42,1.5,42.66,43.96,13.86,3.04,26.86,0.4
2019-06-02 22:00:00,89.28,263.12,56.5,42.25,18.52,1.65,37.42,38.22,10.22,3.04,20.83,0.38
2019-06-02 23:00:00,89.51,259.7,44.86,40.46,17.0,1.43,42.62,30.9,7.72,2.82,15.97,0.31
2019-06-03 00:00:00,83.14,231.88,35.89,43.93,15.55,1.18,46.71,26.39,7.85,2.38,10.83,0.26
2019-06-03 01:00:00,71.33,191.46,31.96,45.37,13.91,1.05,46.32,23.9,6.92,1.94,7.12,0.19
2019-06-03 02:00:00,68.52,174.6,26.78,49.94,12.07,0.97,42.39,20.38,6.41,1.85,6.54,0.12
2019-06-03 03:00:00,70.26,173.6,22.19,45.82,11.77,0.99,43.59,17.62,6.85,1.9,5.92,0.13
2019-06-03 04:00:00,69.62,177.28,21.22,40.7,12.28,0.94,41.25,16.38,6.05,1.93,5.37,0.13
2019-06-03 05:00:00,72.12,193.45,21.56,38.71,13.33,0.97,38.66,16.71,5.93,1.94,5.08,0.13
2019-06-03 06:00:00,70.91,246.41,23.64,40.36,13.68,0.89,37.26,18.0,5.98,1.87,4.85,0.1
2019-06-03 07:00:00,69.87,325.06,26.28,39.9,13.65,0.94,39.3,20.4,6.82,1.67,5.2,0.14
2019-06-03 08:00:00,74.01,405.47,26.25,43.38,13.61,0.97,45.07,21.03,7.3,1.62,5.29,0.11
2019-06-03 09:00:00,84.01,467.37,25.75,42.36,13.86,0.95,52.43,21.05,7.54,1.71,5.41,0.1
2019-06-03 10:00:00,82.7,480.01,26.19,44.91,12.47,1.02,55.09,26.47,13.25,1.78,5.49,0.1
2019-06-03 11:00:00,83.44,473.94,27.48,50.69,11.68,1.03,66.46,32.76,18.93,1.73,6.41,0.09
2019-06-03 12:00:00,81.92,453.36,36.36,50.96,11.7,1.0,72.44,32.34,6.39,1.72,7.76,0.08
2019-06-03 13:00:00,75.83,435.63,32.62,48.39,12.11,1.1,77.33,31.91,6.3,1.62,7.54,0.08
2019-06-03 14:00:00,65.06,413.77,35.16,45.36,11.61,1.06,82.6,24.15,11.83,1.63,7.37,0.08
2019-06-03 15:00:00,61.24,378.12,29.59,41.08,12.07,1.03,87.24,22.19,20.58,1.43,7.22,0.08
2019-06-03 16:00:00,63.08,342.14,25.7,42.42,11.78,1.04,89.08,22.29,9.86,1.49,8.4,0.12
2019-06-03 17:00:00,59.27,298.48,28.25,40.78,11.71,1.05,87.15,22.89,8.62,1.45,10.17,0.1
2019-06-03 18:00:00,52.95,263.91,29.95,43.64,11.64,1.04,80.82,31.82,18.41,1.63,10.32,0.11
2019-06-03 19:00:00,52.36,251.94,37.04,45.03,10.56,1.08,72.37,38.11,19.56,1.71,12.75,0.11
2019-06-03 20:00:00,49.48,231.78,41.91,42.29,12.36,1.14,62.41,40.24,19.42,1.94,15.92,0.08
2019-06-03 21:00:00,50.8,219.23,41.11,39.46,12.31,1.13,60.09,39.94,19.5,2.12,20.81,0.11
2019-06-03 22:00:00,50.19,210.59,39.95,37.38,13.36,1.1,54.5,39.43,20.04,1.99,14.07,0.1
2019-06-03 23:00:00,44.41,177.37,35.15,36.86,14.25,1.03,60.14,37.2,20.38,1.95,11.03,0.1
2019-06-04 00:00:00,41.65,156.23,34.24,37.28,13.89,1.0,55.79,36.83,20.32,1.71,9.97,0.08
2019-06-04 01:00:00,41.14,137.67,34.45,37.17,16.03,0.99,50.8,37.2,21.59,1.73,9.42,0.09
2019-06-04 02:00:00,43.6,123.99,29.39,39.09,13.75,0.86,57.52,25.87,15.13,1.55,7.64,0.08
2019-06-04 03:00:00,40.79,107.18,23.73,32.87,14.19,0.85,54.77,17.98,6.09,1.32,7.32,0.1
2019-06-04 04:00:00,43.21,130.21,23.99,29.7,12.97,0.92,51.4,18.59,6.19,1.57,8.91,0.09
2019-06-04 05:00:00,51.21,180.52,26.21,28.8,14.19,0.99,47.07,20.53,6.9,2.06,15.02,0.08
2019-06-04 06:00:00,50.22,152.06,27.94,27.78,14.17,0.98,43.85,21.05,7.24,2.01,13.2,0.09
2019-06-04 07:00:00,48.08,129.53,30.45,27.36,15.37,0.92,45.71,23.35,7.69,1.74,7.69,0.09
2019-06-04 08:00:00,45.6,120.58,29.68,28.67,14.91,0.98,48.6,23.34,8.13,1.73,13.13,0.09
2019-06-04 09:00:00,45.78,138.8,26.84,29.6,13.9,0.96,54.43,20.99,7.52,1.66,13.56,0.1
2019-06-04 10:00:00,51.19,162.08,28.24,32.34,13.71,1.03,61.86,25.11,15.07,1.67,21.76,0.08
2019-06-04 11:00:00,64.45,185.19,27.5,36.44,13.25,1.03,73.03,30.19,16.86,1.8,7.4,0.08
2019-06-04 12:00:00,57.89,185.56,29.04,37.82,12.6,1.05,87.78,30.65,17.57,1.85,9.36,0.07
2019-06-04 13:00:00,56.12,185.93,25.7,35.53,12.05,0.98,92.17,30.71,20.01,2.01,9.71,0.08
2019-06-04 14:00:00,56.13,183.09,25.31,35.24,11.46,1.03,97.87,28.19,16.46,1.48,8.14,0.07
2019-06-04 15:00:00,53.27,172.59,24.87,35.98,11.99,1.04,98.09,32.8,20.84,1.54,7.36,0.07
2019-06-04 16:00:00,54.97,167.63,27.13,37.45,12.58,1.01,106.3,32.42,19.43,1.38,7.98,0.1
2019-06-04 17:00:00,58.73,171.16,29.11,37.56,12.14,1.09,114.1,32.67,17.37,1.55,14.74,0.1
2019-06-04 18:00:00,55.86,176.59,37.76,38.12,12.0,1.11,105.76,36.54,16.29,1.87,15.3,0.09
2019-06-04 19:00:00,59.17,189.0,49.77,37.94,12.3,1.37,79.12,42.81,16.82,2.25,24.64,0.1
2019-06-04 20:00:00,64.08,213.58,66.52,37.21,12.77,1.74,51.25,54.55,19.77,3.77,47.36,0.16
2019-06-04 21:00:00,70.98,243.27,70.28,36.42,14.22,1.84,37.36,59.54,23.27,5.13,48.76,0.25
2019-06-04 22:00:00,82.63,258.68,70.62,36.73,16.96,1.79,32.15,55.14,19.7,4.49,40.74,0.68
2019-06-04 23:00:00,82.1,246.86,65.34,31.12,16.58,1.7,32.85,46.66,12.02,4.43,36.83,0.52
2019-06-05 00:00:00,78.8,230.8,62.15,31.75,15.55,1.56,29.73,44.19,11.12,3.92,25.57,0.36
2019-06-05 01:00:00,79.56,215.25,56.33,33.08,18.21,1.43,31.12,41.23,11.07,3.65,27.07,0.29
2019-06-05 02:00:00,79.23,210.82,54.58,36.15,20.04,1.34,26.21,42.05,13.19,3.98,26.5,0.19
2019-06-05 03:00:00,87.82,217.23,47.9,36.44,20.74,1.29,34.22,38.05,12.68,4.3,26.09,0.2
2019-06-05 04:00:00,90.01,200.75,43.3,32.89,16.79,1.21,38.28,33.21,10.11,3.93,21.78,0.19
2019-06-05 05:00:00,81.44,183.34,37.04,31.07,16.05,1.12,36.76,27.29,7.98,3.44,17.72,0.14
2019-06-05 06:00:00,72.08,167.22,37.78,30.66,15.0,1.08,34.32,27.81,8.3,3.14,16.55,0.14
2019-06-05 07:00:00,71.32,174.98,41.59,30.37,15.74,1.17,34.05,32.53,10.85,3.15,15.27,0.15
2019-06-05 08:00:00,75.76,194.21,37.48,32.7,16.27,1.28,38.96,28.5,8.87,3.13,14.37,0.15
2019-06-05 09:00:00,80.82,201.83,32.74,33.49,16.07,1.2,53.54,24.27,7.27,3.08,13.17,0.13
2019-06-05 10:00:00,78.98,210.15,29.67,34.2,15.69,1.17,74.18,22.04,6.7,2.89,10.74,0.12
2019-06-05 11:00:00,80.5,213.83,26.95,36.66,15.17,1.1,86.9,21.98,9.83,2.68,9.65,0.14
2019-06-05 12:00:00,74.85,203.12,25.29,42.18,14.83,1.03,98.15,24.23,16.46,2.34,9.13,0.11
2019-06-05 13:00:00,68.6,193.48,23.62,40.49,15.58,1.11,109.66,21.22,5.78,2.29,10.17,0.09
2019-06-05 14:00:00,65.86,189.63,22.54,39.9,16.67,1.11,115.05,25.77,14.33,2.38,13.56,0.1
2019-06-05 15:00:00,62.61,184.88,21.53,39.42,16.71,0.99,115.12,27.08,17.47,1.77,11.93,0.13
2019-06-05 16:00:00,60.49,177.49,21.71,37.33,14.62,0.98,108.67,28.59,16.93,1.69,14.62,0.12
2019-06-05 17:00:00,55.12,173.95,24.2,38.2,13.71,0.96,95.89,29.15,16.25,1.68,23.26,0.15
2019-06-05 18:00:00,54.74,174.56,30.02,39.33,12.97,0.99,83.5,32.02,15.7,2.18,21.44,0.12
2019-06-05 19:00:00,53.62,179.12,41.02,37.77,13.63,1.05,71.4,35.88,13.98,2.41,28.17,0.13
2019-06-05 20:00:00,63.72,204.41,64.7,37.4,15.18,1.59,41.36,51.99,17.78,3.45,29.35,0.16
2019-06-05 21:00:00,72.44,253.58,79.86,38.92,15.56,2.08,28.53,71.28,30.31,4.85,34.17,0.22
2019-06-05 22:00:00,83.84,305.36,81.11,34.57,14.95,2.14,24.49,71.58,33.29,4.7,38.87,0.31
2019-06-05 23:00:00,88.26,349.36,81.09,31.84,14.05,1.97,24.64,70.61,30.15,4.47,35.62,0.3
2019-06-06 00:00:00,88.83,345.66,69.41,32.76,14.87,1.58,33.55,59.68,24.91,4.03,28.16,0.27
2019-06-06 01:00:00,79.73,257.7,54.92,31.42,14.75,1.18,33.28,40.85,11.48,3.08,21.74,0.12
2019-06-06 02:00:00,70.06,184.14,50.04,32.28,13.9,1.1,25.56,36.71,9.94,2.78,24.48,0.13
2019-06-06 03:00:00,65.85,168.22,54.47,33.19,12.72,1.17,19.19,45.47,17.55,2.76,24.54,0.12
2019-06-06 04:00:00,68.39,169.94,54.81,31.28,13.87,1.23,17.75,53.66,26.58,2.79,27.78,0.12
2019-06-06 05:00:00,70.81,178.38,53.79,30.08,13.26,1.36,17.18,61.72,36.17,3.06,31.52,0.15
2019-06-06 06:00:00,72.95,192.33,51.85,30.21,13.13,1.27,17.58,66.11,43.96,3.77,32.6,0.17
2019-06-06 07:00:00,80.05,229.71,53.98,30.74,15.15,1.43,18.1,70.13,47.04,4.23,35.79,0.18
2019-06-06 08:00:00,93.39,276.81,62.74,33.64,21.81,1.52,30.7,64.13,35.09,4.52,30.01,0.21
2019-06-06 09:00:00,106.28,296.17,61.94,33.74,26.52,1.42,45.64,54.96,23.3,4.2,27.73,0.29
2019-06-06 10:00:00,90.45,256.01,54.98,32.98,26.73,1.24,60.03,45.42,17.18,3.55,22.52,0.26
2019-06-06 11:00:00,73.38,215.76,44.13,42.6,25.34,1.11,73.17,38.77,15.98,2.71,18.2,0.15
2019-06-06 12:00:00,60.6,184.94,39.73,44.39,22.99,1.13,93.94,32.51,11.88,2.81,14.6,0.11
2019-06-06 13:00:00,57.16,182.83,37.33,44.73,19.25,0.97,112.74,28.0,8.54,2.23,13.33,0.11
2019-06-06 14:00:00,64.69,192.32,34.36,44.22,18.67,0.97,124.14,36.6,18.64,2.05,11.94,0.11
2019-06-06 15:00:00,68.45,199.86,32.33,39.75,16.41,0.94,122.25,34.68,18.49,2.14,14.08,0.1
2019-06-06 16:00:00,59.49,205.17,30.83,39.14,14.31,0.88,108.37,34.76,20.54,1.96,13.3,0.12
2019-06-06 17:00:00,57.45,239.26,31.52,37.31,11.94,0.8,90.09,34.05,22.05,1.88,14.65,0.11
2019-06-06 18:00:00,56.97,281.85,35.05,36.63,10.42,0.9,85.36,37.08,22.61,2.34,29.28,0.14
2019-06-06 19:00:00,64.59,319.9,34.59,38.26,12.21,1.06,77.82,34.01,17.57,2.29,37.96,0.29
2019-06-06 20:00:00,82.41,419.51,29.05,35.59,12.04,0.98,76.89,31.81,17.18,2.04,35.63,0.14
2019-06-06 21:00:00,64.79,315.66,32.96,33.26,12.03,0.93,63.65,35.57,19.17,1.97,30.69,0.0
2019-06-06 22:00:00,50.51,217.11,33.27,29.71,11.66,0.91,62.79,24.24,6.59,1.83,17.57,0.0
2019-06-06 23:00:00,47.29,145.52,38.42,28.59,13.66,0.95,55.13,28.27,7.88,2.13,16.54,0.0
2019-06-07 00:00:00,46.98,116.92,40.71,29.51,16.46,0.91,51.41,31.73,10.08,2.23,14.18,0.0
2019-06-07 01:00:00,41.75,96.69,31.76,29.38,13.96,0.84,51.79,27.14,10.71,1.64,10.92,0.0
2019-06-07 02:00:00,38.64,86.39,29.1,29.66,12.44,0.79,48.91,26.72,12.51,1.36,8.98,0.0
2019-06-07 03:00:00,34.57,74.82,24.12,30.75,11.34,0.76,50.54,20.39,8.08,1.29,8.11,0.0
2019-06-07 04:00:00,32.29,67.68,24.38,28.18,12.18,0.74,46.16,20.1,7.55,1.2,7.23,0.0
2019-06-07 05:00:00,36.23,71.54,24.54,26.87,13.39,0.74,40.09,20.3,7.01,1.21,7.26,0.01
2019-06-07 06:00:00,35.6,83.0,31.3,26.34,12.44,0.78,31.95,25.63,9.01,1.29,7.19,0.0
2019-06-07 07:00:00,37.44,103.88,34.35,27.0,12.84,0.94,31.59,29.18,11.28,1.63,8.17,0.0
2019-06-07 08:00:00,40.93,117.68,32.81,28.2,14.07,0.98,41.25,28.61,11.38,1.72,9.04,0.02
2019-06-07 09:00:00,46.19,134.05,31.58,29.37,15.3,1.02,51.85,26.84,10.32,1.89,8.38,0.01
2019-06-07 10:00:00,55.35,165.12,32.07,30.46,17.1,1.08,69.17,28.51,11.57,2.19,9.68,0.0
2019-06-07 11:00:00,64.0,184.97,32.69,34.59,17.97,1.09,92.26,32.37,15.71,2.47,13.62,0.0
2019-06-07 12:00:00,66.88,198.5,31.87,35.45,17.49,1.15,118.2,35.07,17.92,2.94,15.15,0.0
2019-06-07 13:00:00,71.49,202.38,32.79,38.98,17.39,1.17,130.56,36.26,19.2,2.99,24.52,0.0
2019-06-07 14:00:00,72.21,208.98,32.67,35.52,17.16,1.4,133.95,33.44,16.73,4.1,18.23,0.0
2019-06-07 15:00:00,74.86,221.09,32.51,34.96,17.13,1.15,137.45,34.33,16.63,2.55,21.65,0.0
2019-06-07 16:00:00,70.88,211.61,29.56,34.46,15.41,1.09,119.92,32.88,16.54,2.37,28.67,0.0
2019-06-07 17:00:00,67.68,197.26,27.61,34.57,15.0,1.01,117.04,30.75,17.02,1.99,33.35,0.0
2019-06-07 18:00:00,60.76,176.75,29.38,34.16,12.97,1.01,110.09,32.46,17.19,1.97,34.99,0.0
2019-06-07 19:00:00,56.4,162.16,34.86,36.22,12.16,1.23,97.32,35.26,16.24,2.13,19.82,0.0
2019-06-07 20:00:00,57.95,172.58,42.85,36.01,11.81,1.4,77.16,39.65,17.0,2.42,34.59,0.0
2019-06-07 21:00:00,61.42,186.99,53.16,35.18,12.33,1.48,55.59,46.58,17.94,3.18,35.4,0.0
2019-06-07 22:00:00,68.3,203.9,63.18,35.15,14.16,1.84,41.36,53.25,20.3,3.76,28.24,0.08
2019-06-07 23:00:00,76.65,212.49,67.77,35.86,14.13,2.14,33.25,58.22,22.7,3.88,25.98,0.16
2019-06-08 00:00:00,78.4,208.94,70.66,37.03,12.85,1.9,29.68,63.14,27.2,3.43,23.21,0.15
2019-06-08 01:00:00,78.52,204.45,62.6,32.97,12.02,1.34,28.25,48.42,13.73,3.08,26.31,0.15
2019-06-08 02:00:00,79.29,190.6,57.5,35.01,11.88,1.23,30.71,43.7,12.08,2.76,23.13,0.1
2019-06-08 03:00:00,78.33,170.95,54.76,35.9,12.04,1.19,29.27,42.92,12.92,2.5,16.08,0.04
2019-06-08 04:00:00,73.54,160.05,55.07,33.66,12.73,1.27,24.82,43.12,11.86,2.46,15.97,0.06
2019-06-08 05:00:00,78.8,166.87,53.18,34.44,14.28,1.25,23.1,42.05,14.25,2.55,20.08,0.0
2019-06-08 06:00:00,81.21,177.77,55.27,35.11,15.08,1.27,22.0,47.74,18.73,2.8,18.48,0.01
2019-06-08 07:00:00,83.17,202.82,56.15,36.9,14.75,1.27,26.33,49.58,20.06,2.81,18.52,0.0
2019-06-08 08:00:00,84.18,213.72,45.56,36.71,13.99,1.3,43.26,38.68,14.71,2.69,14.86,0.0
2019-06-08 09:00:00,77.68,194.37,38.84,37.66,13.99,1.17,61.61,33.95,13.51,2.14,11.1,0.0
2019-06-08 10:00:00,68.17,178.21,34.46,44.05,13.73,1.18,83.35,33.28,18.45,2.0,9.86,0.01
2019-06-08 11:00:00,61.54,171.08,30.74,56.91,14.65,1.1,101.48,24.75,9.89,1.82,7.14,0.01
2019-06-08 12:00:00,56.05,144.76,27.64,54.51,14.27,1.08,113.75,22.25,8.7,1.62,12.49,0.0
2019-06-08 13:00:00,47.12,123.9,28.03,48.92,13.49,1.17,122.78,22.16,8.6,1.71,17.61,0.0
2019-06-08 14:00:00,45.9,126.2,27.31,46.83,10.85,0.83,127.09,21.31,8.4,1.62,17.17,0.0
2019-06-08 15:00:00,50.06,133.04,29.85,45.94,11.96,0.87,127.8,23.87,9.02,1.47,21.02,0.02
2019-06-08 16:00:00,51.52,142.83,26.28,44.75,12.62,0.89,123.45,20.59,7.73,1.47,25.2,0.0
2019-06-08 17:00:00,49.61,148.59,29.3,34.07,12.05,0.85,114.21,26.48,11.49,1.53,26.66,0.0
2019-06-08 18:00:00,48.77,149.79,33.44,30.44,11.73,0.92,102.39,29.2,11.92,1.79,23.4,0.0
2019-06-08 19:00:00,47.02,159.03,46.73,29.36,12.0,1.15,78.12,37.82,13.65,2.22,24.94,0.0
2019-06-08 20:00:00,54.67,193.23,76.16,29.62,12.76,1.78,39.62,63.88,22.69,3.79,42.18,0.03
2019-06-08 21:00:00,81.74,264.75,92.05,36.51,14.19,2.94,22.98,113.06,58.56,6.14,58.97,0.12
2019-06-08 22:00:00,104.3,322.57,96.83,35.81,16.67,3.64,22.39,148.31,99.27,7.82,64.65,0.4
2019-06-08 23:00:00,114.32,354.45,95.57,39.08,18.77,3.62,28.9,163.56,114.66,8.71,72.34,0.74
2019-06-09 00:00:00,112.12,334.16,91.74,39.5,17.61,3.52,23.52,161.22,126.59,8.63,67.98,1.05
2019-06-09 01:00:00,111.4,330.16,85.31,39.29,15.25,3.01,17.56,168.98,136.92,8.32,60.27,0.95
2019-06-09 02:00:00,105.66,299.3,83.43,38.37,16.23,2.77,18.74,166.89,136.5,8.6,57.55,0.71
2019-06-09 03:00:00,106.01,270.01,78.48,40.83,21.24,2.59,17.43,153.43,125.34,8.12,70.63,0.57
2019-06-09 04:00:00,105.73,262.07,77.28,37.44,20.3,2.33,21.22,139.15,115.1,7.63,69.32,0.6
2019-06-09 05:00:00,103.93,248.58,69.52,35.95,16.59,2.0,26.97,136.39,112.6,7.38,66.91,0.53
2019-06-09 06:00:00,104.97,257.21,67.0,37.24,17.75,1.85,21.95,129.84,106.46,7.92,59.73,0.48
2019-06-09 07:00:00,115.64,293.52,72.14,39.62,23.95,1.96,20.73,114.84,85.76,7.87,50.71,0.46
2019-06-09 08:00:00,132.73,333.98,80.22,41.0,38.91,1.68,30.55,89.4,51.47,7.12,41.58,0.46
2019-06-09 09:00:00,167.77,371.13,77.99,44.43,44.98,1.55,63.96,67.87,26.92,6.92,31.75,0.27
2019-06-09 10:00:00,197.07,411.16,73.53,44.8,45.28,1.6,122.37,56.32,14.89,7.32,30.85,0.12
2019-06-09 11:00:00,190.09,405.59,50.03,40.6,38.26,1.32,139.28,39.77,12.66,6.28,29.14,0.1
