Datetime,PM2.5,PM10,NO2,NH3,SO2,CO,O3,NOx,NO,Benzene,Toluene,Xylene
2019-09-24 05:00:00,28.51,61.79,29.18,23.43,7.46,0.79,12.56,34.86,20.14,1.54,15.72,1.55
2019-09-24 06:00:00,28.31,64.42,30.72,24.81,7.35,0.83,13.13,39.48,24.63,1.72,13.69,1.85
2019-09-24 07:00:00,31.3,75.05,31.74,25.92,7.78,1.05,16.87,46.07,31.93,1.92,14.53,0.75
2019-09-24 08:00:00,41.19,99.12,37.06,24.17,8.89,1.16,23.12,48.81,31.77,2.3,18.3,1.21
2019-09-24 09:00:00,52.67,133.48,41.65,26.23,9.62,1.11,37.26,43.77,22.33,2.71,23.56,1.21
2019-09-24 10:00:00,57.5,128.13,39.0,25.13,10.82,1.02,50.19,35.41,14.29,2.77,21.58,0.73
2019-09-24 11:00:00,54.37,132.54,48.1,25.8,11.49,0.99,44.47,30.67,10.2,5.64,24.12,0.74
2019-09-24 12:00:00,48.69,124.71,38.16,25.66,15.28,0.93,50.61,25.67,8.16,4.33,23.26,0.95
2019-09-24 13:00:00,43.75,122.28,32.55,27.49,13.13,0.86,53.41,21.52,13.03,2.5,20.92,0.61
2019-09-24 14:00:00,38.57,94.79,27.08,26.36,11.49,0.85,54.69,25.18,10.38,2.36,20.86,0.06
2019-09-24 15:00:00,35.13,82.53,23.92,25.47,9.95,0.83,52.79,23.31,9.78,2.07,16.94,0.02
2019-09-24 16:00:00,31.55,72.73,24.69,25.5,9.25,0.76,57.45,19.79,5.64,1.86,18.84,0.03
2019-09-24 17:00:00,32.6,81.75,28.88,25.34,9.17,0.83,46.75,22.34,6.44,2.05,18.84,0.0
2019-09-24 18:00:00,30.62,105.27,31.76,24.43,8.66,0.84,33.35,26.88,9.42,2.15,28.48,0.27
2019-09-24 19:00:00,25.82,113.76,38.02,25.3,7.91,0.99,20.58,31.73,11.46,2.23,27.46,0.11
2019-09-24 20:00:00,24.72,106.36,43.49,26.64,7.87,1.19,14.17,40.08,17.48,2.78,25.26,0.77
2019-09-24 21:00:00,30.06,114.25,45.45,28.83,8.13,1.38,13.16,47.17,24.71,3.23,31.69,0.99
2019-09-24 22:00:00,32.97,120.68,45.43,28.02,8.66,1.44,14.44,50.52,29.33,3.35,30.08,1.65
2019-09-24 23:00:00,33.21,106.54,42.75,27.06,8.25,1.18,15.15,39.1,17.76,2.8,25.67,1.9
2019-09-25 00:00:00,32.35,86.42,38.08,25.32,7.9,1.0,15.13,33.7,14.43,2.26,19.88,2.01
2019-09-25 01:00:00,30.65,75.75,35.0,24.51,7.9,0.88,13.89,29.04,10.76,1.93,15.31,1.6
2019-09-25 02:00:00,28.46,64.56,31.14,26.28,7.73,0.83,15.43,25.44,9.0,1.71,14.0,1.59
2019-09-25 03:00:00,25.45,57.88,29.98,25.7,7.83,0.76,14.0,26.21,10.48,1.73,14.39,1.81
2019-09-25 04:00:00,25.26,56.99,28.44,24.63,7.3,0.75,13.43,25.28,10.33,1.5,11.87,1.89
2019-09-25 05:00:00,24.95,56.3,28.82,24.61,7.49,0.81,14.16,27.52,13.14,1.41,13.22,1.65
2019-09-25 06:00:00,29.0,65.93,28.22,23.93,8.36,0.94,15.0,31.93,18.57,1.59,16.1,1.23
2019-09-25 07:00:00,35.77,80.28,28.15,24.44,8.11,1.04,17.29,37.0,24.65,1.71,17.81,1.32
2019-09-25 08:00:00,45.78,108.73,29.84,25.46,8.34,1.08,26.62,37.48,23.98,2.04,19.6,0.92
2019-09-25 09:00:00,54.31,123.29,27.88,25.65,10.29,1.06,29.12,27.67,13.53,2.13,16.88,1.08
2019-09-25 10:00:00,46.82,104.22,25.92,25.16,9.91,0.87,30.35,23.31,9.76,1.78,14.13,0.78
2019-09-25 11:00:00,40.51,98.83,24.61,25.46,11.55,0.88,38.28,21.07,7.43,1.86,16.09,0.56
2019-09-25 12:00:00,33.05,93.73,25.2,26.44,11.83,0.82,45.99,20.94,6.93,1.89,18.99,0.5
2019-09-25 13:00:00,27.63,83.8,23.34,26.43,11.06,0.75,56.05,19.08,5.66,1.59,14.4,0.55
2019-09-25 14:00:00,27.15,82.92,22.59,25.5,10.66,0.68,56.71,18.39,5.56,1.63,15.79,0.24
2019-09-25 15:00:00,25.32,74.16,21.99,25.03,9.46,0.66,53.39,18.12,5.51,1.45,18.19,0.13
2019-09-25 16:00:00,25.01,70.88,21.83,24.39,8.74,0.68,54.92,18.15,5.56,1.39,20.04,0.07
2019-09-25 17:00:00,25.42,76.02,23.95,22.98,8.4,0.74,48.13,18.78,5.03,1.42,20.95,0.06
2019-09-25 18:00:00,23.44,122.99,26.93,22.93,8.37,0.79,35.09,21.22,6.58,1.51,20.78,0.06
2019-09-25 19:00:00,23.17,147.33,34.06,24.43,8.68,0.91,26.37,27.45,9.08,1.92,20.82,0.09
2019-09-25 20:00:00,24.74,84.39,38.99,24.37,8.35,1.07,17.82,31.76,11.14,2.5,25.89,0.78
2019-09-25 21:00:00,26.2,83.95,41.78,24.8,8.62,1.21,15.68,35.68,13.72,2.93,23.87,1.49
2019-09-25 22:00:00,24.89,86.31,42.7,24.55,8.67,1.26,13.61,39.35,17.06,2.88,24.03,2.26
2019-09-25 23:00:00,27.05,85.87,40.26,24.24,8.98,1.21,18.17,39.35,18.73,2.53,22.35,2.77
2019-09-26 00:00:00,32.2,87.6,41.46,24.94,12.04,1.19,24.52,41.8,20.43,2.5,23.03,2.96
2019-09-26 01:00:00,34.0,87.6,35.59,24.19,12.91,1.09,22.42,34.05,15.15,2.9,27.72,2.7
2019-09-26 02:00:00,30.55,74.58,29.12,25.7,13.2,0.78,19.48,26.65,11.17,2.21,23.26,2.48
2019-09-26 03:00:00,28.12,63.88,26.08,26.98,11.11,0.75,24.83,24.59,10.79,1.72,19.82,2.01
2019-09-26 04:00:00,27.47,57.89,25.37,25.08,10.39,0.69,18.29,23.37,10.1,1.7,18.99,1.1
2019-09-26 05:00:00,23.69,50.51,22.75,24.56,9.75,0.7,27.34,21.39,9.37,1.44,17.27,1.19
2019-09-26 06:00:00,19.77,47.8,21.36,23.28,9.45,0.65,22.51,19.65,8.54,1.2,12.31,0.83
2019-09-26 07:00:00,19.99,46.57,21.75,22.66,10.06,0.68,16.62,20.77,9.48,1.1,13.13,0.6
2019-09-26 08:00:00,22.15,56.32,20.35,22.57,9.4,0.72,20.08,21.21,11.12,1.1,10.64,0.71
2019-09-26 09:00:00,23.52,59.95,21.9,22.89,9.7,0.74,23.79,22.9,11.81,1.09,10.3,0.43
2019-09-26 10:00:00,23.78,68.1,22.03,23.3,10.05,0.74,21.29,22.61,11.36,1.11,10.13,0.25
2019-09-26 11:00:00,21.45,72.51,23.43,24.16,11.37,0.74,25.52,23.27,10.9,1.29,13.09,0.1
2019-09-26 12:00:00,22.09,70.3,23.1,24.88,11.72,0.72,27.85,21.34,8.68,1.47,14.83,0.01
2019-09-26 13:00:00,21.22,68.03,22.47,25.51,10.79,0.73,32.71,20.46,7.93,1.38,20.22,0.54
2019-09-26 14:00:00,19.19,61.32,24.03,25.75,10.41,0.72,32.4,21.1,7.61,1.87,14.62,0.16
2019-09-26 15:00:00,19.0,59.73,25.63,23.88,9.39,0.64,29.28,25.73,12.95,1.97,17.93,0.0
2019-09-26 16:00:00,16.37,59.02,22.86,22.94,9.11,0.65,31.03,20.47,8.0,1.72,16.1,0.03
2019-09-26 17:00:00,14.73,55.44,27.19,22.2,10.89,0.68,30.55,24.11,10.95,1.86,24.21,0.07
2019-09-26 18:00:00,14.35,56.22,30.15,21.77,10.35,0.72,27.15,27.08,10.26,1.38,19.47,0.0
2019-09-26 19:00:00,16.05,66.7,33.85,24.0,9.61,0.9,24.71,31.74,13.72,2.28,26.18,0.14
2019-09-26 20:00:00,18.91,88.12,34.32,23.8,9.69,1.08,16.08,35.12,17.44,2.75,29.39,0.23
2019-09-26 21:00:00,24.5,98.14,36.02,23.58,9.21,1.25,17.62,40.47,24.98,3.55,35.6,0.77
2019-09-26 22:00:00,28.54,113.04,34.58,24.27,9.76,1.31,17.88,42.71,26.44,3.77,43.26,0.59
2019-09-26 23:00:00,28.02,98.5,28.7,24.08,10.07,0.97,25.93,28.36,13.79,2.86,32.17,0.87
2019-09-27 00:00:00,20.22,66.34,24.07,22.34,11.29,0.76,30.77,22.3,9.98,1.83,16.44,0.54
2019-09-27 01:00:00,14.6,41.96,23.05,20.98,12.86,0.69,27.02,19.46,8.18,1.23,12.81,0.57
2019-09-27 02:00:00,12.76,31.73,20.7,22.34,12.99,0.64,33.77,18.02,7.43,1.02,11.47,0.09
2019-09-27 03:00:00,9.74,25.66,20.19,23.77,13.86,0.64,30.65,17.78,7.59,1.02,9.97,0.33
2019-09-27 04:00:00,11.01,25.9,19.75,22.34,10.54,0.63,18.06,18.8,8.87,0.97,12.42,0.3
2019-09-27 05:00:00,11.88,29.4,20.53,22.09,9.52,0.64,18.43,18.55,8.05,1.06,12.95,0.42
2019-09-27 06:00:00,11.88,28.68,19.89,21.38,9.52,0.61,15.84,18.46,8.09,0.84,12.75,0.2
2019-09-27 07:00:00,12.76,29.1,21.63,21.33,9.78,0.64,18.14,20.42,9.57,0.86,11.44,0.11
2019-09-27 08:00:00,14.58,41.27,23.16,20.05,10.48,0.65,16.42,22.85,11.79,0.96,13.16,0.01
2019-09-27 09:00:00,16.19,66.33,22.39,20.59,10.11,0.71,17.87,22.39,11.72,1.14,13.53,0.07
2019-09-27 10:00:00,16.8,55.87,23.33,19.36,9.91,0.75,17.24,23.51,12.31,1.67,13.54,0.0
2019-09-27 11:00:00,15.41,72.01,23.47,21.18,10.01,0.75,19.07,23.49,11.15,1.93,19.75,0.0
2019-09-27 12:00:00,17.62,78.46,23.94,24.36,9.81,0.73,24.7,22.67,9.54,3.17,28.52,0.2
2019-09-27 13:00:00,17.83,77.16,24.14,24.51,9.95,0.86,29.27,21.84,8.59,2.99,29.67,0.15
2019-09-27 14:00:00,18.74,73.03,23.32,24.94,9.21,0.77,33.05,20.49,7.39,2.75,17.72,0.12
2019-09-27 15:00:00,17.72,65.23,23.28,24.14,9.86,0.72,30.42,20.81,7.85,2.46,16.57,0.11
2019-09-27 16:00:00,14.59,60.8,22.47,22.24,9.21,0.7,29.36,20.62,8.0,2.31,17.05,0.03
2019-09-27 17:00:00,12.64,56.38,23.53,22.93,9.28,0.84,27.04,20.76,7.66,2.14,19.89,0.02
2019-09-27 18:00:00,13.76,59.9,26.78,22.83,9.41,0.85,24.46,23.1,8.22,2.37,16.47,0.01
2019-09-27 19:00:00,16.41,64.61,30.37,23.45,9.88,0.96,24.28,25.72,10.06,2.78,24.01,0.13
2019-09-27 20:00:00,18.41,72.12,33.31,22.4,9.29,1.06,21.67,30.89,13.57,3.39,30.77,0.15
2019-09-27 21:00:00,21.2,85.03,32.97,22.16,8.99,1.14,18.17,32.15,15.41,3.78,31.64,0.13
2019-09-27 22:00:00,20.58,83.7,32.29,21.66,9.47,1.09,18.22,31.45,15.07,3.86,27.99,0.46
2019-09-27 23:00:00,18.59,70.42,29.91,22.26,12.04,0.97,21.07,27.82,12.43,3.59,19.97,0.47
2019-09-28 00:00:00,18.44,57.9,30.98,21.75,10.92,0.9,28.19,28.93,12.81,3.1,16.95,0.41
2019-09-28 01:00:00,19.28,51.2,28.25,21.74,10.93,0.81,22.37,27.62,12.72,2.84,15.93,0.63
2019-09-28 02:00:00,18.27,45.96,26.48,24.57,9.89,0.77,18.3,23.79,10.2,2.91,15.64,0.42
2019-09-28 03:00:00,19.1,46.46,26.34,23.02,10.71,0.73,18.99,24.48,10.86,2.79,16.45,0.59
2019-09-28 04:00:00,23.02,50.9,25.85,21.86,10.33,0.76,16.57,24.27,11.08,2.73,16.09,0.7
2019-09-28 05:00:00,23.06,48.71,25.71,21.44,9.98,0.77,16.65,24.79,11.37,2.82,14.14,0.33
2019-09-28 06:00:00,27.09,46.75,25.87,20.44,10.06,0.76,18.01,27.26,14.26,2.35,13.38,0.24
2019-09-28 07:00:00,26.04,53.48,25.42,21.09,9.59,0.8,18.36,28.23,16.01,2.47,16.5,0.44
2019-09-28 08:00:00,27.11,64.38,25.46,22.39,10.67,0.87,19.67,30.25,18.28,2.61,15.71,0.29
2019-09-28 09:00:00,29.88,81.3,25.27,22.4,12.22,0.88,17.93,27.03,14.51,2.73,13.75,0.55
2019-09-28 10:00:00,27.77,75.73,24.2,22.35,11.63,0.84,20.85,24.73,13.11,2.89,12.95,0.34
2019-09-28 11:00:00,29.43,76.43,24.14,22.9,11.44,0.8,25.16,23.51,10.93,2.76,16.63,0.28
2019-09-28 12:00:00,29.08,83.38,23.92,22.5,9.74,0.71,27.95,22.56,9.16,2.69,19.61,0.05
2019-09-28 13:00:00,21.33,80.59,22.95,21.93,8.43,0.65,30.05,19.69,7.61,2.68,22.69,0.14
2019-09-28 14:00:00,18.98,78.43,23.44,20.77,8.17,0.62,29.61,19.83,7.25,2.74,20.05,0.11
2019-09-28 15:00:00,17.16,64.31,21.85,21.5,7.89,0.63,29.62,18.26,6.88,2.82,27.29,0.14
2019-09-28 16:00:00,16.73,69.61,23.31,22.26,8.61,0.66,29.2,19.67,7.41,2.62,26.42,0.18
2019-09-28 17:00:00,15.74,60.64,23.55,20.9,8.84,0.64,30.0,20.98,9.15,2.24,24.56,0.1
2019-09-28 18:00:00,17.31,62.96,26.83,21.19,8.89,0.67,26.53,23.4,9.07,2.43,17.84,0.24
2019-09-28 19:00:00,17.62,69.14,30.54,21.53,9.54,0.76,18.84,28.08,12.71,2.47,25.65,0.51
2019-09-28 20:00:00,20.96,78.94,32.16,21.59,11.63,0.95,19.12,32.05,16.58,3.06,23.54,0.54
2019-09-28 21:00:00,25.27,92.92,33.15,21.96,11.04,0.97,14.43,36.06,20.61,4.32,36.28,0.6
2019-09-28 22:00:00,28.35,98.15,28.49,22.43,9.77,0.87,16.16,27.72,13.76,3.8,30.71,0.52
2019-09-28 23:00:00,23.34,69.17,24.12,21.99,9.41,0.72,20.73,22.16,9.97,3.27,20.51,0.43
2019-09-29 00:00:00,16.04,48.65,22.92,21.55,9.48,0.65,22.59,19.63,8.12,2.28,12.88,0.3
2019-09-29 01:00:00,12.39,35.81,20.33,20.94,9.47,0.64,24.11,16.92,6.47,1.71,9.23,0.14
2019-09-29 02:00:00,10.06,23.76,21.12,22.6,8.55,0.64,21.47,16.94,5.98,1.54,9.86,0.14
2019-09-29 03:00:00,9.71,20.53,21.02,23.26,9.09,0.68,18.51,18.02,7.62,1.42,10.09,0.18
2019-09-29 04:00:00,10.19,20.9,21.22,23.11,8.85,0.67,18.68,17.85,6.93,1.43,12.55,0.17
2019-09-29 05:00:00,11.31,25.15,20.5,22.11,8.47,0.66,16.56,17.68,6.99,1.37,11.57,0.13
2019-09-29 06:00:00,12.46,27.39,19.79,21.44,8.08,0.67,15.21,17.88,7.61,1.4,11.68,0.21
2019-09-29 07:00:00,13.84,32.62,20.69,22.09,8.92,0.71,14.75,18.65,8.04,1.38,10.67,0.14
2019-09-29 08:00:00,15.28,38.74,20.11,21.49,8.08,0.74,15.76,19.6,9.52,1.53,9.8,0.11
2019-09-29 09:00:00,15.83,44.07,19.76,21.08,8.6,0.74,15.87,19.04,9.27,1.55,8.11,0.09
2019-09-29 10:00:00,16.68,44.66,20.75,21.44,9.77,0.75,18.58,20.03,9.91,1.57,8.52,0.09
2019-09-29 11:00:00,18.3,52.69,20.62,22.11,9.06,0.74,21.94,19.67,9.41,1.73,9.81,0.06
2019-09-29 12:00:00,22.07,62.31,20.31,23.31,8.84,0.72,26.52,18.33,7.91,1.72,9.71,0.05
2019-09-29 13:00:00,20.82,63.88,21.22,23.68,9.1,0.72,32.42,18.35,7.44,1.77,11.22,0.05
2019-09-29 14:00:00,19.75,67.25,21.65,22.55,8.97,0.71,36.49,18.03,6.49,1.92,17.05,0.16
2019-09-29 15:00:00,21.09,71.39,27.06,21.63,9.03,0.7,40.78,17.46,5.98,2.01,14.27,0.1
2019-09-29 16:00:00,23.72,72.72,20.78,22.18,8.61,0.73,43.21,16.85,5.77,1.99,14.38,0.05
2019-09-29 17:00:00,24.98,73.06,23.55,21.47,8.11,0.74,37.95,18.92,6.16,2.04,17.59,0.02
2019-09-29 18:00:00,20.06,68.89,26.08,21.01,8.84,0.79,26.99,21.35,7.34,1.94,17.39,0.07
2019-09-29 19:00:00,17.73,73.83,28.0,21.44,9.29,0.85,20.44,23.07,8.4,2.04,18.83,0.14
2019-09-29 20:00:00,19.1,73.66,29.68,21.95,9.85,0.88,18.54,27.24,12.53,2.43,18.25,0.13
2019-09-29 21:00:00,19.14,66.58,28.72,21.83,9.2,0.9,15.09,25.88,11.66,2.49,16.38,0.25
2019-09-29 22:00:00,18.52,63.65,27.05,21.63,8.25,0.85,12.82,23.95,10.76,2.36,12.5,0.25
2019-09-29 23:00:00,16.76,52.62,25.24,21.9,7.99,0.82,12.85,21.49,8.82,2.27,10.79,0.29
2019-09-30 00:00:00,16.0,42.5,25.18,20.95,7.34,0.75,13.28,21.62,9.06,2.03,9.03,0.27
2019-09-30 01:00:00,16.08,38.48,23.59,20.7,6.97,0.74,12.56,21.33,9.45,1.8,7.71,0.26
2019-09-30 02:00:00,15.46,34.58,22.01,22.62,7.16,0.68,14.87,19.01,7.76,1.69,7.31,0.36
2019-09-30 03:00:00,16.37,31.57,22.35,22.8,7.46,0.69,15.75,19.69,8.43,1.52,6.37,0.18
2019-09-30 04:00:00,13.78,28.09,20.79,21.73,6.88,0.64,13.56,18.92,8.08,1.39,6.34,0.2
2019-09-30 05:00:00,13.5,28.92,20.74,21.11,6.9,0.62,13.44,19.17,8.17,1.37,6.18,0.11
2019-09-30 06:00:00,14.43,31.21,20.94,21.4,6.98,0.75,13.51,20.96,9.59,1.34,6.04,0.11
2019-09-30 07:00:00,15.52,35.54,21.39,21.08,7.08,0.74,12.46,21.2,10.81,1.34,6.23,0.2
2019-09-30 08:00:00,19.45,69.65,23.02,20.31,7.11,0.76,12.18,29.06,16.49,1.52,7.68,0.07
2019-09-30 09:00:00,20.18,72.12,23.86,21.33,7.34,0.85,14.03,31.92,20.69,1.76,8.92,0.17
2019-09-30 10:00:00,25.3,85.84,25.49,21.04,7.32,0.92,16.67,32.75,19.75,2.02,10.38,0.12
2019-09-30 11:00:00,31.46,95.25,25.08,22.45,7.63,0.88,19.84,24.89,12.32,2.0,10.59,0.35
2019-09-30 12:00:00,31.79,86.85,26.78,23.86,8.77,0.96,27.41,26.52,10.92,2.4,13.62,0.18
2019-09-30 13:00:00,36.07,98.14,25.64,23.59,8.15,0.84,39.55,21.69,7.69,2.44,18.51,0.42
2019-09-30 14:00:00,38.56,103.66,26.53,23.43,8.52,0.84,51.03,20.54,6.19,2.9,17.32,0.11
2019-09-30 15:00:00,42.24,107.23,29.56,21.53,8.12,0.88,58.1,21.96,6.4,3.59,19.36,0.09
2019-09-30 16:00:00,44.86,113.46,26.16,21.79,7.77,0.88,64.86,19.46,5.28,3.26,26.05,0.22
2019-09-30 17:00:00,43.27,114.26,27.13,20.25,8.36,0.9,64.24,20.12,5.62,3.42,28.58,0.14
2019-09-30 18:00:00,37.85,108.07,31.66,20.26,9.92,0.95,47.85,23.57,7.12,3.3,25.97,0.24
2019-09-30 19:00:00,35.53,111.42,40.13,22.52,10.72,1.14,31.11,31.87,10.9,3.59,28.48,0.32
2019-09-30 20:00:00,41.06,128.4,42.23,22.99,10.5,1.33,25.95,38.94,17.89,4.47,31.24,0.25
2019-09-30 21:00:00,47.03,139.0,42.11,23.76,10.71,1.43,23.01,42.37,21.98,3.56,28.15,0.37
2019-09-30 22:00:00,46.61,137.48,40.2,23.41,9.97,1.46,19.23,44.85,25.92,3.3,27.23,0.73
2019-09-30 23:00:00,43.79,125.63,36.8,23.41,9.71,1.36,15.63,40.95,23.78,3.11,24.71,0.95
2019-10-01 00:00:00,39.04,106.19,33.52,23.93,9.03,1.22,15.0,38.69,21.76,2.85,21.42,1.26
2019-10-01 01:00:00,37.69,94.96,29.38,24.35,8.34,1.01,13.55,31.67,16.91,2.56,18.56,0.96
2019-10-01 02:00:00,32.16,74.67,27.1,24.23,8.33,0.93,14.19,26.87,13.19,3.11,15.47,0.51
2019-10-01 03:00:00,28.95,65.39,25.65,25.89,8.3,0.84,15.33,26.55,12.92,2.43,13.05,0.39
2019-10-01 04:00:00,27.13,59.17,24.04,24.1,8.12,0.81,14.19,23.66,11.52,1.91,12.92,0.21
2019-10-01 05:00:00,26.52,55.45,22.83,24.93,7.69,0.78,12.94,23.02,11.18,1.88,12.54,0.27
2019-10-01 06:00:00,24.72,54.14,23.64,23.4,7.69,0.81,13.25,26.12,14.49,2.0,12.68,0.4
2019-10-01 07:00:00,27.04,60.85,24.97,23.09,7.85,0.93,13.51,30.5,19.43,2.07,11.7,0.36
2019-10-01 08:00:00,31.99,81.34,25.89,24.05,8.17,1.04,13.03,32.54,20.11,2.37,11.32,0.34
2019-10-01 09:00:00,38.55,108.59,26.69,25.01,8.81,1.02,15.89,28.2,15.68,2.42,12.1,0.42
2019-10-01 10:00:00,36.87,93.54,26.3,25.23,8.86,1.0,21.77,25.79,12.94,2.3,10.58,0.44
2019-10-01 11:00:00,34.32,100.99,23.97,27.21,10.46,0.93,29.47,23.47,11.41,2.08,10.38,0.38
2019-10-01 12:00:00,34.8,99.6,22.54,26.9,11.61,0.88,41.5,19.15,7.54,1.89,15.91,0.27
2019-10-01 13:00:00,38.77,106.69,22.88,25.17,8.18,0.85,56.73,18.47,6.13,2.24,19.5,0.23
2019-10-01 14:00:00,39.88,108.38,22.93,24.38,8.13,0.77,65.86,18.05,5.87,2.95,20.22,0.09
2019-10-01 15:00:00,39.5,119.96,25.4,22.96,8.6,0.82,58.65,20.56,7.09,2.78,20.68,0.18
2019-10-01 16:00:00,38.17,120.63,25.77,22.57,8.46,0.81,54.25,18.87,5.92,2.39,22.52,1.3
2019-10-01 17:00:00,34.54,101.99,27.17,22.99,8.14,0.86,45.67,21.12,6.92,2.55,31.33,0.95
2019-10-01 18:00:00,34.4,101.96,29.78,22.42,8.28,0.92,34.73,22.82,7.37,3.05,35.81,1.11
2019-10-01 19:00:00,28.91,96.46,33.07,22.1,8.42,1.02,21.79,25.81,8.4,3.13,24.11,0.24
2019-10-01 20:00:00,32.23,97.34,34.87,22.43,8.14,1.06,16.29,29.41,11.77,3.21,19.39,0.36
2019-10-01 21:00:00,35.39,105.35,37.64,22.53,7.82,1.21,13.41,36.73,18.61,3.51,21.86,0.6
2019-10-01 22:00:00,36.7,106.68,39.39,22.94,8.08,1.26,13.03,38.94,19.43,2.97,23.6,1.3
2019-10-01 23:00:00,35.75,97.63,36.52,23.04,8.44,1.28,13.55,38.36,21.18,2.89,22.92,1.61
2019-10-02 00:00:00,34.45,91.77,34.19,23.49,7.97,1.24,13.8,40.14,25.28,3.87,22.4,1.63
2019-10-02 01:00:00,35.33,91.43,33.43,23.12,7.31,1.17,13.32,42.36,28.43,3.75,20.62,1.8
2019-10-02 02:00:00,38.12,94.59,33.12,25.01,7.64,1.08,15.1,39.97,25.4,3.42,18.61,1.45
2019-10-02 03:00:00,37.7,87.0,32.79,26.28,8.46,0.95,14.05,38.74,24.23,3.27,21.62,1.04
2019-10-02 04:00:00,36.77,78.96,30.28,24.01,7.69,0.91,13.24,34.79,20.82,2.59,17.69,0.93
2019-10-02 05:00:00,34.65,73.62,30.39,24.24,7.8,0.87,13.13,37.18,23.51,2.46,15.19,1.17
2019-10-02 06:00:00,34.47,74.04,28.5,23.83,8.06,0.91,13.55,36.33,24.07,2.5,14.61,1.36
2019-10-02 07:00:00,35.71,74.88,27.57,22.23,8.18,1.0,13.42,37.47,26.2,2.55,15.11,0.95
2019-10-02 08:00:00,35.79,77.73,28.8,24.13,7.94,0.99,14.64,31.59,18.04,2.5,15.41,0.72
2019-10-02 09:00:00,36.58,93.89,26.45,24.89,8.41,0.93,20.25,25.45,12.3,2.19,13.23,1.28
2019-10-02 10:00:00,35.66,79.77,23.37,24.96,10.85,0.92,29.55,20.82,8.88,1.93,10.73,0.68
2019-10-02 11:00:00,38.17,84.25,23.54,25.23,11.35,0.88,44.08,21.36,8.55,2.29,10.0,0.47
2019-10-02 12:00:00,39.45,89.93,21.93,25.16,10.82,0.88,52.88,19.95,8.85,2.19,8.85,0.41
2019-10-02 13:00:00,36.98,88.01,21.15,25.86,10.29,0.86,65.35,17.56,6.61,2.35,8.88,0.36
2019-10-02 14:00:00,39.77,89.38,21.08,25.33,9.84,0.84,76.28,16.61,5.42,2.26,8.37,0.35
2019-10-02 15:00:00,42.22,91.84,22.88,23.69,9.49,0.84,82.78,18.1,5.98,1.91,8.15,0.36
2019-10-02 16:00:00,42.7,91.15,21.33,24.4,8.65,0.79,85.0,16.75,5.24,1.87,8.98,0.16
2019-10-02 17:00:00,39.39,85.99,20.15,24.4,7.96,0.8,74.19,16.74,5.84,1.9,9.98,0.06
2019-10-02 18:00:00,33.46,86.78,26.24,23.48,8.38,0.91,54.46,20.28,6.06,2.08,10.77,0.37
2019-10-02 19:00:00,37.07,101.76,36.95,25.53,7.89,1.07,33.15,28.67,9.42,2.58,14.7,0.37
2019-10-02 20:00:00,42.67,126.83,41.02,25.46,8.58,1.3,28.68,40.8,18.8,3.56,21.33,0.43
2019-10-02 21:00:00,56.14,148.28,44.15,25.32,10.1,1.57,23.74,52.93,31.28,3.49,25.48,0.36
2019-10-02 22:00:00,59.13,153.68,40.94,26.81,10.32,1.66,22.14,51.81,33.44,4.96,27.89,0.2
2019-10-02 23:00:00,61.34,151.62,43.07,24.33,10.84,1.73,21.86,67.34,48.58,5.34,28.16,0.54
2019-10-03 00:00:00,59.22,144.95,41.41,25.19,11.3,1.73,20.2,74.47,55.61,5.91,26.72,0.74
2019-10-03 01:00:00,61.93,148.99,41.79,24.87,12.81,1.64,19.42,74.78,58.6,5.85,27.72,0.88
2019-10-03 02:00:00,61.72,133.86,38.94,26.15,12.13,1.61,18.17,78.05,63.15,5.57,28.26,0.89
2019-10-03 03:00:00,60.2,129.41,35.36,28.07,10.45,1.51,21.68,70.98,58.09,4.48,27.82,0.72
2019-10-03 04:00:00,60.4,124.95,36.86,24.96,10.88,1.41,19.54,72.23,61.19,3.97,24.31,0.77
2019-10-03 05:00:00,60.06,122.19,35.24,23.68,10.13,1.32,18.54,72.48,59.93,4.73,24.71,0.77
2019-10-03 06:00:00,60.29,119.24,34.09,22.94,9.55,1.33,23.61,71.92,60.54,4.69,25.13,0.77
2019-10-03 07:00:00,61.55,122.87,34.85,25.25,9.51,1.48,22.19,76.25,64.39,4.12,22.69,0.57
2019-10-03 08:00:00,69.2,160.38,39.53,24.9,11.07,1.62,23.89,72.12,57.26,4.64,26.46,0.7
2019-10-03 09:00:00,80.29,174.62,45.81,28.11,14.7,1.47,33.89,55.06,33.5,4.16,23.02,0.6
2019-10-03 10:00:00,75.23,172.07,40.28,29.14,15.59,1.21,35.31,37.64,17.03,4.6,19.58,0.36
2019-10-03 11:00:00,61.77,159.61,35.45,31.53,12.91,1.08,49.01,32.79,13.98,3.56,15.88,0.3
2019-10-03 12:00:00,53.39,152.94,31.83,30.49,10.1,0.97,60.74,28.01,11.38,3.28,14.62,0.25
2019-10-03 13:00:00,45.82,125.33,29.2,30.23,8.93,0.94,77.04,23.11,8.21,3.23,24.81,1.41
2019-10-03 14:00:00,48.88,126.84,27.38,31.92,9.72,0.94,88.76,20.28,6.62,2.32,16.0,1.64
2019-10-03 15:00:00,51.27,138.57,27.75,29.43,8.77,0.95,99.2,19.48,5.8,3.19,21.98,1.6
2019-10-03 16:00:00,53.42,148.04,26.67,29.33,8.79,0.88,97.35,17.69,4.09,3.03,22.18,2.14
